  0.00000000E+00  0.52694810E+01
  0.22560046E-01  0.51873530E+01
  0.45120092E-01  0.51159574E+01
  0.67680139E-01  0.50581948E+01
  0.90240185E-01  0.50137899E+01
  0.11280023E+00  0.49807313E+01
  0.13536028E+00  0.49517795E+01
  0.15792032E+00  0.49060427E+01
  0.18048037E+00  0.48371400E+01
  0.20304042E+00  0.47672295E+01
  0.22560046E+00  0.47098841E+01
  0.24816051E+00  0.46720309E+01
  0.27072055E+00  0.46575164E+01
  0.29328060E+00  0.46679760E+01
  0.31584065E+00  0.47030632E+01
  0.33840069E+00  0.47604465E+01
  0.36096074E+00  0.48355794E+01
  0.38352079E+00  0.49208568E+01
  0.40608083E+00  0.50025220E+01
  0.42864088E+00  0.50582737E+01
  0.45120092E+00  0.50811067E+01
  0.47376097E+00  0.50873214E+01
  0.49632102E+00  0.50935530E+01
  0.51888106E+00  0.51072512E+01
  0.54144111E+00  0.51263326E+01
  0.56400116E+00  0.51388330E+01
  0.58656120E+00  0.51397294E+01
  0.60912125E+00  0.51413530E+01
  0.63168129E+00  0.51532588E+01
  0.65424134E+00  0.51785273E+01
  0.67680139E+00  0.52154079E+01
  0.69936143E+00  0.52565333E+01
  0.72192148E+00  0.52841887E+01
  0.74448153E+00  0.52726001E+01
  0.76704157E+00  0.52339108E+01
  0.78960162E+00  0.51888031E+01
  0.81216166E+00  0.51450968E+01
  0.83472171E+00  0.51062417E+01
  0.85728176E+00  0.50725978E+01
  0.87984180E+00  0.50422929E+01
  0.90240185E+00  0.50142429E+01
  0.92496190E+00  0.49917343E+01
  0.94752194E+00  0.49815237E+01
  0.97008199E+00  0.49898866E+01
  0.99264203E+00  0.50205629E+01
  0.10152021E+01  0.50746419E+01
  0.10377621E+01  0.51508877E+01
  0.10603222E+01  0.52459353E+01
  0.10828822E+01  0.53542287E+01
  0.11054423E+01  0.54675134E+01
  0.11280023E+01  0.55726832E+01
  0.11505624E+01  0.55614404E+01
  0.11731224E+01  0.54766533E+01
  0.11956825E+01  0.53817741E+01
  0.12182425E+01  0.52787368E+01
  0.12408025E+01  0.51646057E+01
  0.12633626E+01  0.50349438E+01
  0.12859226E+01  0.48940514E+01
  0.13084827E+01  0.47551614E+01
  0.13310427E+01  0.46300562E+01
  0.13536028E+01  0.45265016E+01
  0.13761628E+01  0.44494413E+01
  0.13987229E+01  0.44018039E+01
  0.14212829E+01  0.43847047E+01
  0.14438430E+01  0.43967332E+01
  0.14664030E+01  0.44267936E+01
  0.14889631E+01  0.44292765E+01
  0.15115231E+01  0.44086954E+01
  0.15340831E+01  0.43794891E+01
  0.15566432E+01  0.43326682E+01
  0.15792032E+01  0.42558003E+01
  0.16017633E+01  0.41426125E+01
  0.16243233E+01  0.39998783E+01
  0.16468834E+01  0.38451901E+01
  0.16694434E+01  0.36987981E+01
  0.16920035E+01  0.35780233E+01
  0.17145635E+01  0.34957123E+01
  0.17371236E+01  0.34604609E+01
  0.17596836E+01  0.34771638E+01
  0.17822437E+01  0.35474657E+01
  0.18048037E+01  0.36700710E+01
  0.18273637E+01  0.38409480E+01
  0.18499238E+01  0.40534546E+01
  0.18724838E+01  0.42983612E+01
  0.18950439E+01  0.45635125E+01
  0.19176039E+01  0.48314102E+01
  0.19401640E+01  0.50593537E+01
  0.19627240E+01  0.51322563E+01
  0.19852841E+01  0.50809507E+01
  0.20078441E+01  0.49990965E+01
  0.20304042E+01  0.49264236E+01
  0.20529642E+01  0.48756912E+01
  0.20755243E+01  0.48512424E+01
  0.20980843E+01  0.48543048E+01
  0.21206443E+01  0.48843851E+01
  0.21432044E+01  0.49397069E+01
  0.21657644E+01  0.50173680E+01
  0.21883245E+01  0.51133673E+01
  0.22108845E+01  0.52224071E+01
  0.22334446E+01  0.53349639E+01
  0.22560046E+01  0.53256005E+01
  0.22784436E+01  0.53016073E+01
  0.23008825E+01  0.52367261E+01
  0.23233214E+01  0.51560303E+01
  0.23457604E+01  0.50666271E+01
  0.23681993E+01  0.49743920E+01
  0.23906383E+01  0.48844196E+01
  0.24130772E+01  0.48013764E+01
  0.24355161E+01  0.47295500E+01
  0.24579551E+01  0.46726976E+01
  0.24803940E+01  0.46338704E+01
  0.25028330E+01  0.46153055E+01
  0.25252719E+01  0.46184053E+01
  0.25477108E+01  0.46438055E+01
  0.25701498E+01  0.46914991E+01
  0.25925887E+01  0.47608825E+01
  0.26150277E+01  0.48503239E+01
